2024-08-16 15:20:41.429484+00:00, -0.00042, 0.00016, 0.00018, 0.00058, 0.00063, 2e-05
2024-08-16 15:20:41.947404+00:00, -0.00042, 0.00013, 0.00018, 0.00058, 0.00063, 4e-05
2024-08-16 15:20:42.460654+00:00, 3e-05, -1e-05, 1e-05, 0.00058, 0.00063, 5e-05
2024-08-16 15:20:43.160954+00:00, -1e-05, 2e-05, 0.00018, 0.00058, 1e-05, 2e-05
2024-08-16 15:20:43.877264+00:00, 1e-05, 1e-05, 0.00018, 0.0, 0.0, -1e-05
2024-08-16 15:20:51.897904+00:00, 2e-05, 0.0, 7e-05, -2e-05, -8e-05, 2e-05
2024-08-16 15:20:52.423874+00:00, 0.0, 1e-05, 1e-05, 1e-05, 1e-05, 0.0
2024-08-16 15:20:52.945394+00:00, -1e-05, 1e-05, 0.0, 0.0, 0.0, 0.0
2024-08-16 15:20:53.477684+00:00, 0.0, -2e-05, 0.0, 0.00058, -1e-05, 3e-05
2024-08-16 15:20:54.046994+00:00, 1e-05, 1e-05, 2e-05, 0.0, 0.0, 2e-05
2024-08-16 15:21:03.416194+00:00, 0.0, 1e-05, 0.0, 0.0, 1e-05, 1e-05
2024-08-16 15:21:03.944354+00:00, -0.00044, 0.0, -1e-05, 2e-05, 7e-05, -1e-05
2024-08-16 15:21:04.464464+00:00, 2e-05, 1e-05, 1e-05, -1e-05, -1e-05, 0.0
2024-08-16 15:21:06.070434+00:00, -1e-05, -1e-05, -1e-05, -1e-05, -1e-05, 2e-05
2024-08-16 15:21:06.570394+00:00, -0.00044, 0.00013, 0.00019, 0.00058, 0.0006, 2e-05
2024-08-16 15:21:07.066334+00:00, -0.00044, 0.00014, 0.0, 1e-05, 2e-05, 2e-05
2024-08-16 15:21:10.020824+00:00, -0.00044, 3e-05, 0.0, -1e-05, 1e-05, 3e-05
2024-08-16 15:21:13.778494+00:00, -0.00044, -1e-05, 1e-05, 0.00058, 4e-05, 3e-05
2024-08-16 15:21:21.396904+00:00, -0.00044, 0.00014, 0.00017, 0.0, -1e-05, 3e-05
2024-08-16 15:21:21.890744+00:00, -0.00044, 0.00014, 0.00017, -1e-05, 0.0006, 3e-05
2024-08-16 15:21:22.893344+00:00, -0.00044, 0.00014, 0.00017, 1e-05, 2e-05, 0.0
2024-08-16 15:21:23.365434+00:00, -2e-05, -1e-05, -1e-05, 2e-05, 2e-05, 1e-05
2024-08-16 15:21:26.907324+00:00, 1e-05, 0.00014, 0.00017, 0.0, -1e-05, 0.0
2024-08-16 15:21:27.383634+00:00, -0.00044, 0.00014, 0.00017, 0.00058, 0.00063, 2e-05
2024-08-16 15:21:27.897344+00:00, 0.0, 1e-05, 0.00017, 2e-05, 4e-05, 2e-05
2024-08-16 15:22:54.764074+00:00, -0.00044, 0.00018, 0.00018, 0.00059, 0.0, 2e-05
2024-08-16 15:22:56.909384+00:00, -0.00043, 0.00016, 0.00018, 0.00059, 0.00061, 3e-05
2024-08-16 15:22:57.404514+00:00, -0.00044, 0.00015, 0.00018, 0.00059, 0.00061, 2e-05
2024-08-16 15:22:57.902894+00:00, -1e-05, -1e-05, 0.0, 0.0, 1e-05, 0.0
2024-08-16 15:22:58.378284+00:00, -0.00044, 0.00015, 0.00018, 0.00059, 0.00061, 0.0
2024-08-16 15:23:00.606034+00:00, -0.00043, 0.00016, 0.00018, 0.00059, 0.00061, 2e-05
2024-08-16 15:23:01.192274+00:00, -0.00043, 0.00016, 0.00018, 0.00059, 0.00061, 3e-05
2024-08-16 15:23:11.788704+00:00, -1e-05, 0.0, 0.0, 0.0, 1e-05, 1e-05
2024-08-16 15:23:24.697974+00:00, -0.00043, -1e-05, -2e-05, 0.0, -2e-05, -2e-05
2024-08-16 15:23:26.161014+00:00, 0.0, -2e-05, 0.0, -2e-05, 0.0, 2e-05
2024-08-16 15:23:28.945774+00:00, -0.00043, 0.00016, 0.00018, 0.00059, 0.00061, 1e-05
2024-08-16 15:23:29.443834+00:00, -0.00043, 0.00016, 0.00018, 0.00059, 0.00061, 2e-05
2024-08-16 15:23:29.960164+00:00, -0.00043, 0.00016, 0.00018, 0.00059, 0.00061, 1e-05
2024-08-16 15:23:34.990944+00:00, -0.00043, 0.00016, 0.00018, 0.0, 0.00061, 1e-05
2024-08-16 15:23:35.493434+00:00, -1e-05, 0.00016, 0.0, 0.0, 1e-05, 1e-05
2024-08-16 15:23:35.996364+00:00, 1e-05, 0.00016, 0.0, 0.0, -1e-05, -1e-05
2024-08-16 15:23:36.479264+00:00, 3e-05, 1e-05, 0.0, -2e-05, -1e-05, 1e-05
