2023-11-05 01:01:09.869580+00:00, 3353.0
2023-11-05 01:01:10.032650+00:00, 26809.0
2023-11-05 01:01:10.624920+00:00, 17435.0
2023-11-05 01:01:11.387140+00:00, 3978.0
2023-11-05 01:01:11.525700+00:00, 3853.0
2023-11-05 01:01:11.973970+00:00, 4103.0
2023-11-05 01:01:12.895930+00:00, 21643.0
2023-11-05 01:01:13.013440+00:00, 3394.0
2023-11-05 01:01:13.752580+00:00, 4019.0
2023-11-05 01:01:14.423880+00:00, 4936.0
2023-11-05 01:01:14.584040+00:00, 19643.0
2023-11-05 01:01:15.274380+00:00, 26434.0
2023-11-05 01:01:15.924240+00:00, 3853.0
2023-11-05 01:01:16.240240+00:00, 4436.0
2023-11-05 01:01:16.600820+00:00, 4228.0
2023-11-05 01:01:17.192760+00:00, 4228.0
2023-11-05 01:01:17.653340+00:00, 32767.0
2023-11-05 01:01:18.270020+00:00, 3769.0
2023-11-05 01:01:18.643160+00:00, 3436.0
2023-11-05 01:01:19.357970+00:00, 3436.0
2023-11-05 01:01:19.868940+00:00, 3353.0
2023-11-05 01:01:20.032010+00:00, 26809.0
2023-11-05 01:01:20.624280+00:00, 17435.0
2023-11-05 01:01:21.386500+00:00, 3978.0
2023-11-05 01:01:21.525060+00:00, 3853.0
2023-11-05 01:01:21.973330+00:00, 4103.0
2023-11-05 01:01:22.895290+00:00, 21643.0
2023-11-05 01:01:22.927170+00:00, 3644.0
2023-11-05 01:01:23.751940+00:00, 4019.0
2023-11-05 01:01:24.423240+00:00, 4936.0
2023-11-05 01:01:24.583400+00:00, 19643.0
2023-11-05 01:01:25.273740+00:00, 26434.0
2023-11-05 01:01:25.923600+00:00, 3853.0
2023-11-05 01:01:26.239600+00:00, 4436.0
2023-11-05 01:01:26.600180+00:00, 4228.0
2023-11-05 01:01:27.192120+00:00, 4228.0
2023-11-05 01:01:27.652700+00:00, 32767.0
2023-11-05 01:01:28.269380+00:00, 3769.0
2023-11-05 01:01:28.642520+00:00, 3436.0
2023-11-05 01:01:29.357330+00:00, 3436.0
2023-11-05 01:01:29.868300+00:00, 3353.0
2023-11-05 01:01:30.031370+00:00, 26809.0
