Timestamp (microseconds)      Peak Amplitude
1699174876383670                3394
1699174876388490                2936
1699174876401070                3145
1699174876406950                3478
1699174876417150                3103
1699174876432930                2936
1699174876435820                2603
1699174876452670                2770
1699174876458630                3894
1699174876467450                3436
1699174876479960                3020
1699174876489250                3353
1699174876502840                2311
1699174876511340                3519
1699174876517980                3061
1699174876534080                3394
1699174876538410                3311
1699174876547980                2728
1699174876555650                2811
1699174876572780                3811
1699174876579420                2978
1699174876591360                3103
1699174876600820                4228
1699174876605460                2561
1699174876615680                3978
1699174876633530                2978
1699174876636540                2645
1699174876649960                2770
1699174876658940                3061
1699174876672030                3145
1699174876674920                2978
1699174876693240                3978
1699174876693470                3186
1699174876711990                2853
1699174876713310                2770
1699174876729230                2978
1699174876735120                3478
1699174876746920                2478
1699174876758840                2811
1699174876772470                3061
1699174876773390                2853
1699174876789310                2895
1699174876798800                2395
1699174876804030                2936
1699174876814840                3020
1699174876827200                3311
1699174876835380                3145
1699174876849730                3270
1699174876854890                3478
1699174876864190                3061
1699174876881430                2603
1699174876888320                3103
1699174876894070                2978
1699174876908470                3270
1699174876914740                3228
1699174876931170                2520
1699174876934000                2895
1699174876948970                3519
1699174876961170                2853
1699174876969810                3145
1699174876979300                3686
1699174876981390                2936
1699174876996330                2728
1699174877001440                3311
1699174877014120                3270
1699174877026920                2603
1699174877037100                2686
1699174877042630                2478
1699174877059160                3145
1699174877062160                3394
1699174877072480                2728
1699174877087120                2561
1699174877093230                3020
1699174877106630                2770
1699174877112870                2686
1699174877123680                2270
1699174877133440                2645
1699174877145960                2145
1699174877153340                3145
1699174877168180                3020
1699174877169720                3270
1699174877182710                3103
1699174877192760                4228
1699174877204910                2103
1699174877215540                3394
1699174877226450                2978
1699174877231290                3020
1699174877248760                2561
1699174877250560                2353
1699174877266000                2478
1699174877270310                3103
1699174877288280                2770
1699174877296490                2603
1699174877301810                2770
1699174877311430                2811
1699174877324060                2728
1699174877337170                2186
1699174877339360                2811
1699174877357580                3061
1699174877360570                2978
1699174877368840                2353
1699174877381900                2186
1699174877395800                2936
1699174877403050                2520
1699174877416210                3519
1699174877425780                2936
1699174877428650                2936
1699174877441380                2645
1699174877449560                2603
1699174877457770                2270
1699174877476880                3894
1699174877482540                2645
1699174877488700                3644
1699174877504970                3145
1699174877514790                2895
1699174877523910                3145
1699174877536270                2353
1699174877537230                2936
1699174877547730                2811
1699174877560520                2936
1699174877575570                2686
1699174877579940                3020
1699174877595550                2978
1699174877597460                3270
1699174877613820                2520
1699174877620110                2603
1699174877627760                2770
1699174877644960                2770
1699174877653340               32767
1699174877657210                5519
1699174877674010                7561
1699174877680390                8394
1699174877692030                2436
1699174877698420                3353
1699174877714350                2686
1699174877722480                2311
1699174877725320                3103
1699174877736180                3186
1699174877748240                2061
1699174877757100                2353
1699174877770790                2603
1699174877780180                2353
1699174877791570                2811
1699174877801530                3145
1699174877805990                2103
1699174877823190                2936
1699174877825890                2686
1699174877839090                3061
1699174877845910                3270
1699174877857450                2353
1699174877871110                2686
1699174877878450                3186
1699174877892740                3103
1699174877903360                2395
1699174877912690                2270
1699174877918820                2895
1699174877931490                2770
1699174877933740                2895
1699174877951690                2270
1699174877960340                2936
1699174877972250                2436
1699174877978960                2645
1699174877991940                2478
1699174877995490                2436
1699174878011630                2686
1699174878020210                2728
1699174878028260                2353
1699174878037140                2270
1699174878042980                2436
1699174878058910                2728
1699174878071550                2478
1699174878074100                2978
1699174878090130                2811
1699174878100470                2978
1699174878103130                3394
1699174878120360                2395
1699174878128870                3020
1699174878136120                2561
1699174878143900                2395
1699174878156610                2311
1699174878163830                2353
1699174878181430                2228
1699174878181550                2686
1699174878200550                1936
1699174878203880                3228
1699174878212100                3436
1699174878223230                1853
1699174878232980                2353
1699174878242090                2936
1699174878251510                2770
1699174878270020                3769
1699174878272030                2061
1699174878285630                2811
1699174878297210                2686
1699174878302600                3394
1699174878319200                2936
1699174878322380                3020
1699174878334310                2811
1699174878344200                2645
1699174878358140                2728
1699174878363640                2478
1699174878374500                2103
1699174878383240                2395
1699174878393040                2811
1699174878402550                2603
1699174878415410                2186
1699174878428550                2561
1699174878430690                2228
1699174878448490                2936
1699174878449930                2436
1699174878466820                2395
1699174878478700                2353
1699174878482480                2728
1699174878498380                2645
1699174878507270                2478
1699174878513330                2436
1699174878525410                2978
1699174878532070                2061
1699174878545290                2520
1699174878555070                2645
1699174878567450                2853
1699174878571050                2978
1699174878581520                2436
1699174878589360                2395
1699174878603730                3186
1699174878611520                2853
1699174878626370                2478
1699174878628420                2811
1699174878643160                3436
1699174878655180                2395
1699174878658060                2145
1699174878669580                2520
1699174878683980                1770
1699174878693110                2395
1699174878700250                2728
1699174878711700                2645
1699174878722970                2978
1699174878733840                1936
1699174878745120                2145
1699174878754770                2353
1699174878761000                2186
1699174878776290                2561
1699174878779700                3020
1699174878792760                2853
1699174878798320                2978
1699174878812780                2561
1699174878825510                2645
1699174878827430                2645
1699174878842740                2978
1699174878849350                2603
1699174878861030                1853
1699174878867210                3061
1699174878876910                2228
1699174878893540                3353
1699174878901690                2103
1699174878906430                2270
1699174878923500                2770
1699174878932560                1978
1699174878943820                3145
1699174878946120                2895
1699174878955840                2228
1699174878966750                2270
1699174878981500                2895
1699174878987500                2103
1699174878999540                2686
1699174879008480                2686
1699174879023630                3186
1699174879026840                2936
1699174879038140                1936
1699174879049810                2061
1699174879054440                2145
1699174879072710                2270
1699174879074870                2728
1699174879091250                2478
1699174879095850                3103
1699174879108680                2728
1699174879118810                2686
1699174879132410                2478
1699174879134110                2936
1699174879152070                2395
1699174879153890                2728
1699174879172890                2728
1699174879175710                2978
1699174879186260                2728
1699174879198920                2103
1699174879210850                2770
1699174879222340                2103
1699174879231080                2770
1699174879238910                2728
1699174879245240                2436
1699174879255030                2311
1699174879267420                2978
1699174879273300                2186
1699174879287400                2561
1699174879295260                3145
1699174879304710                2145
1699174879320650                3228
1699174879322550                2811
1699174879336820                2603
1699174879346080                2603
1699174879357970                3436
1699174879367850                2561
1699174879373430                2770
1699174879386240                2686
1699174879401560                2686
1699174879401920                2061
1699174879420840                2728
1699174879430400                2436
1699174879434200                2895
1699174879443290                2478
1699174879457360                2603
1699174879461510                2728
1699174879475390                2686
1699174879488680                2645
1699174879500180                2686
1699174879506100                2936
1699174879519150                2770
1699174879529550                2145
1699174879533510                2728
1699174879548000                2520
1699174879550850                3311
1699174879565870                3061
1699174879576290                2478
1699174879587430                2353
1699174879592680                2561
1699174879608620                2686
1699174879614980                2186
1699174879625340                2520
1699174879635890                2395
1699174879642800                2145
1699174879655170                2603
1699174879667190                2811
1699174879675650                2603
1699174879680840                2228
1699174879698350                3020
1699174879707050                1811
1699174879715230                2728
1699174879726130                2520
1699174879738720                2645
1699174879744720                2353
1699174879748980                2228
1699174879764100                3020
1699174879777780                2311
1699174879783280                2520
1699174879797170                2686
1699174879800700                2853
1699174879813140                2811
1699174879822110                2186
1699174879835870                2478
1699174879843410                2228
1699174879849570                3186
1699174879865070                2395
1699174879868940                3353
1699174879885170                2395
1699174879888900                2770
1699174879902220                2603
1699174879915400                2811
1699174879918790                2311
1699174879931890                3061
1699174879941400                2728
1699174879956260                2270
1699174879957870                3061
1699174879976370                2311
1699174879977810                3020
1699174879992960                2686
1699174880005810                1978
1699174880009580                2645
1699174880025260                2520
1699174880032010               26809
1699174880046020                3936
1699174880055020                8186
1699174880059300                8311
1699174880069450                2853
1699174880077450                2811
1699174880086510                2853
1699174880097400                2520
1699174880111220                2520
1699174880117910                2978
1699174880132750                3020
1699174880139030                2853
1699174880152490                2020
1699174880164310                2478
1699174880169580                2770
1699174880180450                2311
1699174880190520                2603
1699174880197880                2728
1699174880207150                2186
1699174880224170                3270
1699174880225850                2520
1699174880235220                3061
1699174880253270                1978
1699174880260970                2728
1699174880271320                2936
1699174880275520                2686
1699174880293370                2478
1699174880301200                3186
1699174880310790                2603
1699174880320320                2478
1699174880325360                2145
1699174880337380                3186
1699174880347570                3311
1699174880354280                2770
1699174880367680                2353
1699174880383650                2395
1699174880385250                2811
1699174880400610                2561
1699174880410380                2686
1699174880414950                2561
1699174880432890                2311
1699174880439150                2728
1699174880444070                2936
1699174880461060                2603
1699174880467380                2228
1699174880477710                2853
1699174880491950                4644
1699174880502470                4353
1699174880508530                8186
1699174880521170                6561
1699174880526430                6686
1699174880534800                4644
1699174880548760                7519
1699174880553480                7561
1699174880570240                6186
1699174880576710                9602
1699174880582720                5603
1699174880598460                5519
1699174880607730                7811
1699174880618730                9477
1699174880624280               17435
1699174880632230               11560
1699174880650530               11227
1699174880652870               13935
1699174880671210                8769
1699174880672470                9394
1699174880685910               11644
1699174880695330                7227
1699174880703730                7269
1699174880714440                6353
1699174880730760               11102
1699174880730920               10144
1699174880743760                6769
1699174880751700                7269
1699174880760670                5769
1699174880777330                7977
1699174880780990                8644
1699174880798830                8936
1699174880804390               16185
1699174880810870               16601
1699174880826520                5728
1699174880837450                7394
1699174880844900                8227
1699174880854270                7102
1699174880867400                6686
1699174880877060                5019
1699174880886510                5394
1699174880890960                4728
1699174880899620                4228
1699174880915580                3894
1699174880922060                4228
1699174880938340                3394
1699174880939670                3728
1699174880949500                3936
1699174880962040                3686
1699174880969560                3103
1699174880981470                3436
1699174880988870                2895
1699174881007990                3145
1699174881010010                3311
1699174881027830                3145
1699174881029780                2061
1699174881045270                3436
1699174881048990                3020
1699174881063990                3603
1699174881074140                3519
1699174881086260                2561
1699174881088640                3311
1699174881098530                3394
1699174881113110                2936
1699174881125750                2895
1699174881133620                3311
1699174881138550                2728
1699174881155670                2728
1699174881161110                3644
1699174881167820                3270
1699174881179320                2978
1699174881187890                3936
1699174881201920                3020
1699174881212910                3020
1699174881220310                2978
1699174881228190                2686
1699174881237870                2395
1699174881251490                2728
1699174881260180                2478
1699174881267800                2645
1699174881280930                2728
1699174881287300                2645
1699174881298190                2978
1699174881314640                3769
1699174881322010                2436
1699174881326330                3020
1699174881344000                2145
1699174881346230                3020
1699174881361130                2728
1699174881372890                2395
1699174881376760                3145
1699174881386500                3978
1699174881405390                2811
1699174881405470                2936
1699174881416470                2270
1699174881432500                2686
1699174881435450                3020
1699174881452190                3145
1699174881458500                2353
1699174881465660                2728
1699174881477450                2061
1699174881494090                2853
1699174881495520                2811
1699174881509130                2395
1699174881521880                3228
1699174881525060                3853
1699174881539580                2061
1699174881547190                2936
1699174881563600                2811
1699174881565620                3186
1699174881582950                1895
1699174881586830                2520
1699174881600850                3394
1699174881610740                3020
1699174881621880                2561
1699174881626410                2561
1699174881637510                2686
1699174881644790                1770
1699174881655420                2853
1699174881671160                2395
1699174881680240                3186
1699174881690380                2811
1699174881696280                2270
1699174881708150                2770
1699174881722350                2436
1699174881727810                3311
1699174881734590                3311
1699174881752610                2936
1699174881754820                2645
1699174881764770                2603
1699174881774380                2686
1699174881785310                2436
1699174881801720                3311
1699174881803490                3561
1699174881814660                2895
1699174881824240                2770
1699174881838950                2478
1699174881842540                3478
1699174881855260                2228
1699174881865860                2645
1699174881875930                2811
1699174881888950                2686
1699174881892440                2853
1699174881902460                2270
1699174881920050                2603
1699174881923930                2311
1699174881934740                3228
1699174881941640                2228
1699174881954290                3145
1699174881970150                3228
1699174881973330                4103
1699174881989340                2603
1699174881998810                2186
1699174882003030                2853
1699174882016910                2436
1699174882030210                2228
1699174882033130                2478
1699174882046010                3020
1699174882051250                2645
1699174882069450                2311
1699174882070140                2686
1699174882082490                2770
1699174882098670                2978
1699174882104410                2770
1699174882116150                2728
1699174882119800                3394
1699174882133570                2353
1699174882144690                1811
1699174882156110                2353
1699174882166700                2436
1699174882170830                2436
1699174882187660                3103
1699174882191560                2645
1699174882208410                2603
1699174882212110                2936
1699174882223930                2728
1699174882237520                2561
1699174882241860                2686
1699174882252920                3478
1699174882258980                2145
1699174882274930                2311
1699174882287120                2561
1699174882296620                3103
1699174882298840                3186
1699174882318020                2395
1699174882323060                2603
1699174882330260                2853
1699174882344930                2603
1699174882350790                2645
1699174882363890                3061
1699174882373190                3061
1699174882377650                2270
1699174882390490                2811
1699174882401330                2311
1699174882410480                2395
1699174882419720                2270
1699174882435220                2770
1699174882439320                3270
1699174882451640                2311
1699174882460840                2520
1699174882476710                2061
1699174882483660                2728
1699174882488210                2603
1699174882502610                3394
1699174882510910                2561
1699174882517490                2895
1699174882527440                2686
1699174882543790                2395
1699174882549800                2561
1699174882564310                3103
1699174882574970                2353
1699174882579570                2478
1699174882594860                2353
1699174882598520                3394
1699174882614730                2478
1699174882616000                3020
1699174882634670                2020
1699174882636000                2603
1699174882649230                2936
1699174882662520                2978
1699174882668570                2395
1699174882682390                2770
1699174882685780                2561
1699174882695920                2353
1699174882712850                2561
1699174882724270                2770
1699174882726990                2395
1699174882737770                2478
1699174882751220                2186
1699174882764370                2270
1699174882768260                2895
1699174882776310                3061
1699174882784740                2395
1699174882794480                2270
1699174882810100                3145
1699174882822470                2228
1699174882827600                2561
1699174882843270                2228
1699174882845180                2520
1699174882859000                2603
1699174882865380                3020
1699174882876740                2686
1699174882893400               16018
1699174882895290               21643
1699174882906300                3686
1699174882922110                8894
1699174882924600                5853
1699174882942680                2186
1699174882944000                2270
1699174882953360                2645
1699174882969610                2520
1699174882978510                2561
1699174882988460                2686
1699174882994150                2311
1699174883006870                3061
1699174883012800                3394
1699174883031720                2978
1699174883033790                2770
1699174883049270                2645
1699174883055250                2186
1699174883064370                2645
1699174883079030                2561
1699174883088590                2686
1699174883100020                2561
1699174883107490                2728
1699174883121590                2978
1699174883121610                2978
1699174883136180                2603
1699174883149530                2478
1699174883161110                2061
1699174883164440                3228
1699174883177090                2770
1699174883186230                2686
1699174883197370                2770
1699174883206280                2645
1699174883220050                2311
1699174883221510                2978
1699174883232580                2561
1699174883241190                2228
1699174883253640                2270
1699174883262360                2395
1699174883272840                2561
1699174883288410                3186
1699174883291790                2311
1699174883300640                2520
1699174883315910                3145
1699174883320610                2311
1699174883330240                1770
1699174883342750                2145
1699174883352620                2561
1699174883366650                3311
1699174883374780                2561
1699174883385840                2395
1699174883389760                2395
1699174883406990                2436
1699174883409770                2603
1699174883423190                2353
1699174883433050                2936
1699174883441920                1936
1699174883450210                2353
1699174883459470                2895
1699174883473210                2353
1699174883487910                3728
1699174883489670                2686
1699174883498710                2353
1699174883516940                2270
1699174883522040                2520
1699174883530480                2228
1699174883540100                2270
1699174883552730                2436
1699174883566580                3103
1699174883570690                3103
1699174883584750                2978
1699174883589710                2603
1699174883598230                2228
1699174883616730                3561
1699174883620500                3020
1699174883635690                3853
1699174883638540                2520
1699174883650580                2270
1699174883663480                2645
1699174883673740                2603
1699174883677260                2603
1699174883695620                2145
1699174883702900                2978
1699174883709670                2520
1699174883716970                2103
1699174883732690                2395
1699174883738270                2770
1699174883751940                4019
1699174883756560                2603
1699174883774200                2728
1699174883778240                1936
1699174883793420                2478
1699174883797610                2686
1699174883806510                2770
1699174883818970                2645
1699174883827520                2270
1699174883845170                2311
1699174883846240                1936
1699174883862530                2686
1699174883875440                2270
1699174883877750                2728
1699174883885610                2978
1699174883895680                2061
1699174883914720                2395
1699174883917550                2353
1699174883931930                1936
1699174883941330                2561
1699174883950450                2145
1699174883959650                2186
1699174883974350                2395
1699174883975260                1978
1699174883989660                2311
1699174883995850                2978
1699174884008290                3353
1699174884021610                2353
1699174884029990                2561
1699174884040020                2770
1699174884044880                1728
1699174884056550                2853
1699174884071400                2478
1699174884074180                2395
1699174884093660                2603
1699174884102080                2770
1699174884111500                2770
1699174884114320                3145
1699174884129520                2895
1699174884140520                2145
1699174884152120                2353
1699174884158030                2478
1699174884168520                2186
1699174884174640                2228
1699174884185190                2936
1699174884193820                2728
1699174884204960                2853
1699174884216750                2061
1699174884224530                3103
1699174884241630                2728
1699174884242680                2770
1699174884260900                2186
1699174884263670                2770
1699174884280730                3769
1699174884282330                2811
1699174884299040                2603
1699174884306340                2145
1699174884316560                2853
1699174884323900                2311
1699174884336860                2645
1699174884344320                2186
1699174884361150                2770
1699174884361820                2978
1699174884380040                2020
1699174884382360                2728
1699174884395840                3394
1699174884407000                2811
1699174884420890                4019
1699174884423240                4936
1699174884436880                7852
1699174884449260                4936
1699174884458930                6936
1699174884462810                4728
1699174884479800                7852
1699174884483330                8394
1699174884491180                4436
1699174884507520                5228
1699174884510810                5561
1699174884529190                6478
1699174884532000                9519
1699174884549490                5311
1699174884556400               10935
1699174884563940               10977
1699174884579540               12769
1699174884583400               19643
1699174884593190                8769
1699174884603830                7727
1699174884615600                9227
1699174884620170                6519
1699174884638160                9227
1699174884643770                7061
1699174884656640                7769
1699174884661410               10477
1699174884674790                7352
1699174884684170                6228
1699174884698030                6061
1699174884706970                6561
1699174884711380                7936
1699174884727410                7519
1699174884737010               18435
1699174884738610               16102
1699174884755180                9144
1699174884761820               10144
1699174884768370                6894
1699174884785010                5269
1699174884797200                4603
1699174884806000                7186
1699174884808520                4728
1699174884821120                5103
1699174884836920                4436
1699174884841450                4061
1699174884855130                4228
1699174884865480                3853
1699174884876100                3769
1699174884878380                4228
1699174884890820                2686
1699174884901260                3644
1699174884909720                3936
1699174884919400                3311
1699174884931480                3311
1699174884942470                2811
1699174884949240                3145
1699174884961190                3270
1699174884975580                3145
1699174884985740                3478
1699174884991410                3394
1699174885004580                2645
1699174885008380                2686
1699174885017520                3853
1699174885035400                2645
1699174885038430                2811
1699174885054620                2728
1699174885062650                3686
1699174885068230                2811
1699174885084940                2686
1699174885087450                2645
1699174885104230                3353
1699174885105790                2770
1699174885122610                2645
1699174885127560                3353
1699174885141580                2311
1699174885150140                2561
1699174885163310                2936
1699174885169250                3228
1699174885181640                2936
1699174885188370                2520
1699174885197560                2186
1699174885207210                3519
1699174885221370                3061
1699174885225970                2561
1699174885240230                3311
1699174885247870                2561
1699174885257100                2103
1699174885273740               26434
1699174885274330               24767
1699174885289330                5228
1699174885300790                9102
1699174885304810                4603
1699174885320700                2145
1699174885332790                2811
1699174885340780                2853
1699174885353570                2228
1699174885357030                2895
1699174885369000                2811
1699174885381530                3103
1699174885384410                3436
1699174885402190                2395
1699174885410670                3145
1699174885417380                2520
1699174885426230                2436
1699174885437480                2311
1699174885447400                3061
1699174885462290                2686
1699174885464690                2186
1699174885473800                2436
1699174885486710                2436
1699174885495710                2311
1699174885502500                2520
1699174885518570                2978
1699174885525520                2478
1699174885532220                2228
1699174885551070                3061
1699174885553510                2811
1699174885571040                2395
1699174885572160                2770
1699174885582790                3353
1699174885599920                2353
1699174885602720                2811
1699174885620810                2728
1699174885626290                3145
1699174885639870                2311
1699174885646080                2895
1699174885652220                2228
1699174885667390                3020
1699174885679380                2478
1699174885689860                2020
1699174885692340                3394
1699174885706740                2853
1699174885716130                2603
1699174885730480                2686
1699174885732540                3020
1699174885747520                2936
1699174885758950                2645
1699174885764590                2311
1699174885779600                2395
1699174885789230                2561
1699174885792850                2520
1699174885807570                2478
1699174885810860                2811
1699174885829150                3436
1699174885831250                2395
1699174885840060                2061
1699174885850640                2561
1699174885865980                2936
1699174885874120                2145
1699174885881650                2770
1699174885891410                2145
1699174885903750                2728
1699174885916730                2228
1699174885923600                3853
1699174885937920                3228
1699174885942260                3145
1699174885957270                3228
1699174885959310                3644
1699174885971890                2436
1699174885982800                2811
1699174885996090                2520
1699174886008090                2853
1699174886009900                2436
1699174886026210                2895
1699174886030670                2811
1699174886046580                2061
1699174886054990                2895
1699174886061980                3353
1699174886075450                3519
1699174886084830                2770
1699174886093280                3936
1699174886104300                3311
1699174886107580                3478
1699174886126730                3394
1699174886131110                3020
1699174886141560                3603
1699174886155240                4186
1699174886161480                3061
1699174886171630                3519
1699174886184550                2770
1699174886193820                3436
1699174886198600                3270
1699174886208730                2311
1699174886222380                3061
1699174886236390                3145
1699174886239600                4436
1699174886246980                3603
1699174886259890                4103
1699174886273930                2353
1699174886279700                3936
1699174886288670                3936
1699174886297950                3728
1699174886306510                3436
1699174886323520                4311
1699174886330620                4103
1699174886343730                2853
1699174886346030                3061
1699174886359550                3311
1699174886365500                3228
1699174886383030                3394
1699174886387850                2936
1699174886400430                3145
1699174886406310                3478
1699174886416510                3103
1699174886432290                2936
1699174886435180                2603
1699174886452030                2770
1699174886457990                3894
1699174886466810                3436
1699174886479320                3020
1699174886488610                3353
1699174886502200                2311
1699174886510700                3519
1699174886517340                3061
1699174886533440                3394
1699174886537770                3311
1699174886547340                2728
1699174886555010                2811
1699174886572140                3811
1699174886578780                2978
1699174886590720                3103
1699174886600180                4228
1699174886604820                2561
1699174886615040                3978
1699174886632890                2978
1699174886635900                2645
1699174886649320                2770
1699174886658300                3061
1699174886671390                3145
1699174886674280                2978
1699174886692600                3978
1699174886692830                3186
1699174886711350                2853
1699174886712670                2770
1699174886728590                2978
1699174886734480                3478
1699174886746280                2478
1699174886758200                2811
1699174886771830                3061
1699174886772750                2853
1699174886788670                2895
1699174886798160                2395
1699174886803390                2936
1699174886814200                3020
1699174886826560                3311
1699174886834740                3145
1699174886849090                3270
1699174886854250                3478
1699174886863550                3061
1699174886880790                2603
1699174886887680                3103
1699174886893430                2978
1699174886907830                3270
1699174886914100                3228
1699174886930530                2520
1699174886933360                2895
1699174886948330                3519
1699174886960530                2853
1699174886969170                3145
1699174886978660                3686
1699174886980750                2936
1699174886995690                2728
1699174887000800                3311
1699174887013480                3270
1699174887026280                2603
1699174887036460                2686
1699174887041990                2478
1699174887058520                3145
1699174887061520                3394
1699174887071840                2728
1699174887086480                2561
1699174887092590                3020
1699174887105990                2770
1699174887112230                2686
1699174887123040                2270
1699174887132800                2645
1699174887145320                2145
1699174887152700                3145
1699174887167540                3020
1699174887169080                3270
1699174887182070                3103
1699174887192120                4228
1699174887204270                2103
1699174887214900                3394
1699174887225810                2978
1699174887230650                3020
1699174887248120                2561
1699174887249920                2353
1699174887265360                2478
1699174887269670                3103
1699174887287640                2770
1699174887295850                2603
1699174887301170                2770
1699174887310790                2811
1699174887323420                2728
1699174887336530                2186
1699174887338720                2811
1699174887356940                3061
1699174887359930                2978
1699174887368200                2353
1699174887381260                2186
1699174887395160                2936
1699174887402410                2520
1699174887415570                3519
1699174887425140                2936
1699174887428010                2936
1699174887440740                2645
1699174887448920                2603
1699174887457130                2270
1699174887476240                3894
1699174887481900                2645
1699174887488060                3644
1699174887504330                3145
1699174887514150                2895
1699174887523270                3145
1699174887535630                2353
1699174887536590                2936
1699174887547090                2811
1699174887559880                2936
1699174887574930                2686
1699174887579300                3020
1699174887594910                2978
1699174887596820                3270
1699174887613180                2520
1699174887619470                2603
1699174887627120                2770
1699174887644320                2770
1699174887652700               32767
1699174887656570                5519
1699174887673370                7561
1699174887679750                8394
1699174887691390                2436
1699174887697780                3353
1699174887713710                2686
1699174887721840                2311
1699174887724680                3103
1699174887735540                3186
1699174887747600                2061
1699174887756460                2353
1699174887770150                2603
1699174887779540                2353
1699174887790930                2811
1699174887800890                3145
1699174887805350                2103
1699174887822550                2936
1699174887825250                2686
1699174887838450                3061
1699174887845270                3270
1699174887856810                2353
1699174887870470                2686
1699174887877810                3186
1699174887892100                3103
1699174887902720                2395
1699174887912050                2270
1699174887918180                2895
1699174887930850                2770
1699174887933100                2895
1699174887951050                2270
1699174887959700                2936
1699174887971610                2436
1699174887978320                2645
1699174887991300                2478
1699174887994850                2436
1699174888010990                2686
1699174888019570                2728
1699174888027620                2353
1699174888036500                2270
1699174888042340                2436
1699174888058270                2728
1699174888070910                2478
1699174888073460                2978
1699174888089490                2811
1699174888099830                2978
1699174888102490                3394
1699174888119720                2395
1699174888128230                3020
1699174888135480                2561
1699174888143260                2395
1699174888155970                2311
1699174888163190                2353
1699174888180790                2228
1699174888180910                2686
1699174888199910                1936
1699174888203240                3228
1699174888211460                3436
1699174888222590                1853
1699174888232340                2353
1699174888241450                2936
1699174888250870                2770
1699174888269380                3769
1699174888271390                2061
1699174888284990                2811
1699174888296570                2686
1699174888301960                3394
1699174888318560                2936
1699174888321740                3020
1699174888333670                2811
1699174888343560                2645
1699174888357500                2728
1699174888363000                2478
1699174888373860                2103
1699174888382600                2395
1699174888392400                2811
1699174888401910                2603
1699174888414770                2186
1699174888427910                2561
1699174888430050                2228
1699174888447850                2936
